,Date,Price,Open,High,Low,Vol.,Change %,Currency
1670,04/21/2017,484.88,484.85,485.0,483.0,,0.01%,USD
1671,04/20/2017,484.85,485.47,486.0,483.5,,-0.13%,USD
1672,04/19/2017,485.47,486.08,486.08,484.4,,-0.13%,USD
1673,04/18/2017,486.08,486.09,486.09,484.4,,0.00%,USD
1674,04/17/2017,486.09,486.57,486.57,486.0,,-0.10%,USD
1675,04/14/2017,486.57,486.57,486.57,485.8,,0.00%,USD
1676,04/13/2017,486.57,486.55,486.57,484.75,,0.00%,USD
1677,04/12/2017,486.55,486.03,486.57,484.5,,-0.01%,USD
1678,04/11/2017,486.6,486.1,486.7,485.0,,0.21%,USD
1679,04/10/2017,485.6,485.22,485.61,484.45,,0.08%,USD
1680,04/07/2017,485.22,484.78,485.23,484.0,,0.09%,USD
1681,04/06/2017,484.78,484.55,484.8,483.0,,0.05%,USD
1682,04/05/2017,484.55,484.18,484.56,483.0,,0.08%,USD
1683,04/04/2017,484.18,483.82,484.18,483.0,,0.07%,USD
1684,04/03/2017,483.82,483.46,483.83,483.0,,0.07%,USD
1685,03/31/2017,483.46,483.85,483.85,483.0,,-0.08%,USD
1686,03/30/2017,483.85,483.8,483.87,482.8,,0.01%,USD
1687,03/29/2017,483.8,483.9,483.9,482.58,,-0.02%,USD
1688,03/28/2017,483.9,483.98,484.5,483.0,,-0.02%,USD
1689,03/27/2017,483.98,484.04,484.04,483.0,,-0.01%,USD
1690,03/24/2017,484.04,484.05,484.5,483.0,,0.00%,USD
1691,03/23/2017,484.05,483.51,484.05,483.0,,0.11%,USD
1692,03/22/2017,483.51,483.45,483.51,483.0,,0.01%,USD
1693,03/21/2017,483.45,483.5,483.5,483.0,,-0.01%,USD
1694,03/20/2017,483.5,483.5,483.51,483.0,,0.00%,USD
1695,03/17/2017,483.5,483.95,483.95,482.8,,-0.09%,USD
1696,03/16/2017,483.95,484.12,484.5,482.9,,-0.04%,USD
1697,03/15/2017,484.12,485.15,485.15,483.5,,-0.21%,USD
1698,03/14/2017,485.15,485.83,485.83,484.0,,-0.14%,USD
1699,03/13/2017,485.83,486.03,486.03,484.5,,-0.04%,USD
1700,03/10/2017,486.03,486.54,486.54,484.9,,-0.10%,USD
1701,03/09/2017,486.54,486.6,486.6,485.3,,-0.01%,USD
1702,03/08/2017,486.6,486.7,486.7,485.45,,-0.02%,USD
1703,03/07/2017,486.7,486.7,486.71,485.5,,0.00%,USD
1704,03/06/2017,486.7,486.8,486.8,485.5,,-0.02%,USD
1705,03/03/2017,486.8,486.74,486.82,485.5,,0.01%,USD
1706,03/02/2017,486.74,486.7,486.75,485.5,,0.01%,USD
1707,03/01/2017,486.7,486.62,486.71,485.45,,0.02%,USD
1708,02/28/2017,486.62,486.67,486.7,485.5,,-0.01%,USD
1709,02/27/2017,486.67,486.75,486.75,485.5,,-0.02%,USD
1710,02/24/2017,486.75,486.65,486.78,485.5,,0.02%,USD
1711,02/23/2017,486.65,486.73,486.73,485.5,,-0.02%,USD
1712,02/22/2017,486.73,486.9,486.9,485.5,,-0.03%,USD
1713,02/21/2017,486.9,486.81,486.95,485.5,,0.02%,USD
1714,02/20/2017,486.81,486.73,486.81,485.5,,0.02%,USD
1715,02/17/2017,486.73,486.58,486.75,485.5,,0.03%,USD
1716,02/16/2017,486.58,486.6,486.69,485.5,,0.00%,USD
1717,02/15/2017,486.6,486.56,486.62,485.5,,0.01%,USD
1718,02/14/2017,486.56,486.75,486.75,485.5,,-0.04%,USD
1719,02/13/2017,486.75,486.78,486.78,485.5,,-0.01%,USD
1720,02/10/2017,486.78,486.65,486.79,485.5,,0.03%,USD
1721,02/09/2017,486.65,486.36,486.66,485.5,,0.06%,USD
1722,02/08/2017,486.35,486.07,486.5,485.4,,0.06%,USD
1723,02/07/2017,486.07,485.77,486.07,485.2,,0.06%,USD
1724,02/06/2017,485.77,485.78,485.79,484.8,,0.00%,USD
1725,02/03/2017,485.78,485.91,485.91,484.7,,-0.03%,USD
1726,02/02/2017,485.91,485.95,485.95,484.9,,-0.01%,USD
1727,02/01/2017,485.95,486.51,486.51,484.9,,-0.12%,USD
1728,01/31/2017,486.51,486.22,486.51,485.0,,0.06%,USD
1729,01/30/2017,486.22,486.38,486.38,485.0,,-0.03%,USD
1730,01/27/2017,486.38,486.45,486.45,485.5,,-0.01%,USD
1731,01/26/2017,486.45,486.1,486.48,485.5,,0.07%,USD
1732,01/25/2017,486.1,486.35,486.35,485.4,,-0.05%,USD
1733,01/24/2017,486.35,486.23,486.36,485.0,,0.02%,USD
1734,01/23/2017,486.23,486.2,486.33,485.0,,0.01%,USD
1735,01/20/2017,486.2,487.19,487.19,485.5,,-0.20%,USD
1736,01/19/2017,487.19,486.0,487.19,485.0,,0.24%,USD
1737,01/18/2017,486.0,485.85,487.0,485.0,,0.03%,USD
1738,01/17/2017,485.87,485.92,485.92,485.0,,-0.01%,USD
1739,01/16/2017,485.92,485.68,485.92,484.21,,0.05%,USD
1740,01/13/2017,485.68,485.38,485.68,484.44,,0.06%,USD
1741,01/12/2017,485.38,485.0,485.39,484.75,,0.08%,USD
1742,01/11/2017,485.0,484.7,485.0,483.0,,0.06%,USD
1743,01/10/2017,484.7,483.63,484.71,483.31,,0.00%,USD
1744,01/09/2017,484.7,484.94,485.5,484.0,,0.16%,USD
1745,01/06/2017,483.94,483.93,484.5,483.5,,0.00%,USD
1746,01/05/2017,483.93,483.9,484.5,483.9,,0.01%,USD
1747,01/04/2017,483.9,483.9,484.5,483.9,,0.00%,USD
1748,01/03/2017,483.9,483.94,484.5,483.9,,-0.01%,USD
1749,01/02/2017,483.94,483.92,484.5,483.92,,0.00%,USD
1750,12/30/2016,483.92,483.6,484.5,481.0,,0.06%,USD
1751,12/29/2016,483.65,483.48,483.65,481.0,,0.01%,USD
1752,12/28/2016,483.58,484.05,484.05,481.0,,-0.10%,USD
1753,12/27/2016,484.05,484.05,484.05,484.05,,0.32%,USD
1754,12/26/2016,482.5,483.23,483.23,482.0,,0.12%,USD
1755,12/23/2016,481.93,482.5,482.75,481.73,,0.09%,USD
1756,12/22/2016,481.5,481.5,482.0,481.0,,0.10%,USD
1757,12/21/2016,481.0,480.5,482.0,480.5,,0.21%,USD
1758,12/20/2016,480.0,480.7,481.5,480.0,,-0.31%,USD
1759,12/19/2016,481.5,483.5,483.5,481.5,,-0.31%,USD
1760,12/16/2016,483.0,484.1,484.5,482.5,,-0.25%,USD
1761,12/15/2016,484.2,484.53,484.55,484.0,,0.04%,USD
1762,12/14/2016,484.03,484.32,484.5,483.5,,-0.06%,USD
1763,12/13/2016,484.32,484.5,484.6,484.0,,-0.24%,USD
1764,12/12/2016,485.5,485.0,485.8,484.5,,0.31%,USD
1765,12/09/2016,484.0,481.51,484.5,481.51,,0.62%,USD
1766,12/08/2016,481.01,481.02,481.02,481.01,,0.00%,USD
1767,12/07/2016,481.02,481.05,482.5,481.02,,-0.01%,USD
1768,12/06/2016,481.05,481.08,481.5,480.9,,-0.01%,USD
1769,12/05/2016,481.08,480.4,481.5,480.4,,-0.07%,USD
1770,12/02/2016,481.4,480.75,481.5,480.75,,0.02%,USD
1771,12/01/2016,481.3,480.5,481.3,480.25,,0.15%,USD
1772,11/30/2016,480.6,479.38,480.8,479.37,,0.36%,USD
1773,11/29/2016,478.88,478.9,480.0,478.8,,0.00%,USD
1774,11/28/2016,478.9,479.18,479.75,478.6,,-0.06%,USD
1775,11/25/2016,479.18,479.18,479.25,478.6,,0.00%,USD
1776,11/24/2016,479.18,478.2,479.2,477.4,,0.00%,USD
1777,11/23/2016,479.2,478.3,479.3,477.1,,-0.02%,USD
1778,11/22/2016,479.3,478.2,479.32,477.4,,0.02%,USD
1779,11/21/2016,479.2,478.0,479.3,477.5,,0.04%,USD
1780,11/18/2016,479.0,477.05,479.2,477.05,,0.20%,USD
1781,11/17/2016,478.05,477.7,479.3,477.0,,-0.24%,USD
1782,11/16/2016,479.2,477.5,479.75,476.9,,0.04%,USD
1783,11/15/2016,479.0,476.18,479.75,476.18,,0.38%,USD
1784,11/14/2016,477.18,476.25,477.25,475.5,,-0.01%,USD
1785,11/11/2016,477.25,475.78,477.25,475.5,,0.10%,USD
1786,11/10/2016,476.78,475.85,477.5,475.5,,-0.01%,USD
1787,11/09/2016,476.85,477.0,478.0,475.85,,-0.45%,USD
1788,11/08/2016,479.0,477.5,480.5,477.5,,-0.21%,USD
1789,11/07/2016,480.0,475.82,480.0,475.5,,0.69%,USD
1790,11/04/2016,476.72,475.07,476.83,475.05,,0.13%,USD
1791,11/03/2016,476.08,474.8,476.5,474.0,,0.05%,USD
1792,11/02/2016,475.85,474.05,476.5,474.05,,0.16%,USD
1793,11/01/2016,475.1,474.12,475.14,474.0,,0.00%,USD
1794,10/31/2016,475.12,474.34,475.34,474.0,,-0.05%,USD
1795,10/28/2016,475.34,474.26,475.34,473.0,,0.02%,USD
1796,10/27/2016,475.26,474.26,475.26,474.26,,0.00%,USD
1797,10/26/2016,475.26,474.26,475.26,473.5,,0.00%,USD
1798,10/25/2016,475.26,474.26,475.26,473.5,,0.00%,USD
1799,10/24/2016,475.26,474.26,475.26,474.0,,0.00%,USD
1800,10/21/2016,475.26,474.3,475.3,473.5,,-0.01%,USD
1801,10/20/2016,475.3,474.33,475.33,473.5,,-0.01%,USD
1802,10/19/2016,475.33,474.56,475.56,473.5,,-0.05%,USD
1803,10/18/2016,475.56,474.75,476.5,474.56,,-0.04%,USD
1804,10/17/2016,475.75,475.93,476.93,474.0,,-0.25%,USD
1805,10/14/2016,476.93,475.95,476.95,474.25,,0.00%,USD
1806,10/13/2016,476.95,474.34,476.95,474.34,,0.34%,USD
1807,10/12/2016,475.34,474.32,476.5,474.32,,0.00%,USD
1808,10/11/2016,475.32,474.45,475.45,473.0,,-0.03%,USD
1809,10/10/2016,475.45,473.59,475.45,473.0,,0.18%,USD
1810,10/07/2016,474.59,473.49,474.59,472.1,,0.02%,USD
1811,10/06/2016,474.49,472.66,474.5,472.4,,0.18%,USD
1812,10/05/2016,473.66,473.34,474.34,472.0,,-0.14%,USD
1813,10/04/2016,474.34,473.34,474.34,472.0,,0.00%,USD
1814,10/03/2016,474.34,473.46,474.46,472.0,,-0.03%,USD
1815,09/30/2016,474.46,473.57,474.57,473.0,,-0.02%,USD
1816,09/29/2016,474.57,472.41,474.57,472.0,,0.25%,USD
1817,09/28/2016,473.41,472.41,474.0,471.5,,0.00%,USD
1818,09/27/2016,473.41,472.41,473.5,471.5,,0.00%,USD
1819,09/26/2016,473.41,472.41,474.0,471.75,,0.00%,USD
1820,09/23/2016,473.41,472.62,474.0,471.7,,-0.04%,USD
1821,09/22/2016,473.62,472.56,474.0,472.0,,0.01%,USD
1822,09/21/2016,473.56,472.55,474.0,472.55,,0.00%,USD
1823,09/20/2016,473.55,473.1,474.1,472.0,,-0.12%,USD
1824,09/19/2016,474.1,473.1,474.1,472.0,,0.00%,USD
1825,09/16/2016,474.1,473.1,474.1,472.0,,0.00%,USD
1826,09/15/2016,474.1,473.1,474.4,473.0,,0.00%,USD
1827,09/14/2016,474.1,473.14,474.4,473.0,,-0.01%,USD
1828,09/13/2016,474.14,473.26,474.4,473.0,,-0.03%,USD
1829,09/12/2016,474.26,473.38,474.38,473.0,,-0.03%,USD
1830,09/09/2016,474.38,473.25,474.5,472.75,,0.03%,USD
1831,09/08/2016,474.25,473.25,474.5,473.0,,0.00%,USD
1832,09/07/2016,474.25,472.87,474.5,472.87,,0.08%,USD
1833,09/06/2016,473.87,473.75,474.75,472.87,,-0.19%,USD
1834,09/05/2016,474.75,473.75,474.75,473.0,,0.00%,USD
1835,09/02/2016,474.75,473.75,474.75,473.0,,0.00%,USD
1836,09/01/2016,474.75,473.75,474.75,473.0,,0.00%,USD
1837,08/31/2016,474.75,473.73,474.75,473.0,,0.00%,USD
1838,08/30/2016,474.73,473.6,474.73,473.0,,0.03%,USD
1839,08/29/2016,474.6,473.85,474.85,473.0,,-0.05%,USD
1840,08/26/2016,474.85,473.68,474.85,473.0,,0.04%,USD
1841,08/25/2016,474.68,473.34,474.75,473.0,,0.07%,USD
1842,08/24/2016,474.34,473.25,474.5,473.0,,0.02%,USD
1843,08/23/2016,474.25,473.53,474.53,473.0,,-0.06%,USD
1844,08/22/2016,474.53,473.69,474.69,473.45,,-0.03%,USD
1845,08/19/2016,474.69,474.3,475.3,473.0,,-0.13%,USD
1846,08/18/2016,475.3,474.31,475.31,473.5,,0.00%,USD
1847,08/17/2016,475.31,474.69,475.69,473.5,,-0.08%,USD
1848,08/16/2016,475.69,474.79,475.79,473.5,,-0.02%,USD
1849,08/15/2016,475.79,475.2,476.2,474.25,,-0.09%,USD
1850,08/12/2016,476.2,475.25,476.25,473.5,,-0.01%,USD
1851,08/11/2016,476.25,475.25,476.25,474.6,,0.00%,USD
1852,08/10/2016,476.25,475.19,476.25,474.6,,0.01%,USD
1853,08/09/2016,476.19,475.14,476.19,474.5,,0.01%,USD
1854,08/08/2016,476.14,475.02,476.14,473.5,,0.03%,USD
1855,08/05/2016,476.02,475.16,476.16,473.5,,-0.03%,USD
1856,08/04/2016,476.16,475.14,476.16,473.5,,0.00%,USD
1857,08/03/2016,476.14,475.05,476.2,474.0,,0.02%,USD
1858,08/02/2016,476.05,475.38,476.38,475.0,,-0.07%,USD
1859,08/01/2016,476.38,474.7,476.38,473.5,,0.14%,USD
1860,07/29/2016,475.7,474.7,476.5,474.7,,0.00%,USD
1861,07/28/2016,475.7,474.7,476.5,474.7,,0.00%,USD
1862,07/27/2016,475.7,474.7,476.0,474.0,,0.00%,USD
1863,07/26/2016,475.7,475.08,476.08,474.6,,-0.08%,USD
1864,07/25/2016,476.08,475.0,476.08,474.0,,0.02%,USD
1865,07/22/2016,476.0,475.6,476.6,474.0,,-0.13%,USD
1866,07/21/2016,476.6,475.6,476.6,474.0,,0.00%,USD
1867,07/20/2016,476.6,475.6,476.6,475.0,,-0.04%,USD
1868,07/19/2016,476.8,475.6,477.1,475.0,,0.04%,USD
1869,07/18/2016,476.6,475.41,476.6,475.0,,0.04%,USD
1870,07/15/2016,476.41,475.41,476.9,475.0,,0.00%,USD
1871,07/14/2016,476.41,475.35,477.0,475.0,,0.01%,USD
1872,07/13/2016,476.35,475.35,477.0,475.0,,0.00%,USD
1873,07/12/2016,476.35,475.74,476.8,474.5,,-0.08%,USD
1874,07/11/2016,476.74,475.72,476.74,474.5,,0.00%,USD
1875,07/08/2016,476.72,475.93,476.93,474.8,,-0.04%,USD
1876,07/07/2016,476.93,475.93,476.93,475.0,,0.00%,USD
1877,07/06/2016,476.93,476.16,477.16,475.0,,-0.05%,USD
1878,07/05/2016,477.16,475.83,477.16,475.8,,0.07%,USD
1879,07/04/2016,476.83,475.83,476.83,475.83,,0.02%,USD
1880,07/01/2016,476.75,475.68,477.58,474.6,,0.01%,USD
1881,06/30/2016,476.68,475.33,476.68,474.0,,0.07%,USD
1882,06/29/2016,476.33,475.79,476.79,473.5,,-0.10%,USD
1883,06/28/2016,476.79,474.94,476.79,473.0,,0.18%,USD
1884,06/27/2016,475.94,475.02,476.6,473.0,,-0.02%,USD
1885,06/24/2016,476.02,475.32,476.32,473.5,,-0.06%,USD
1886,06/23/2016,476.32,474.98,476.32,473.5,,0.07%,USD
1887,06/22/2016,475.98,475.38,476.38,473.5,,-0.08%,USD
1888,06/21/2016,476.38,476.06,477.06,474.5,,-0.14%,USD
1889,06/20/2016,477.06,476.06,477.5,474.5,,0.00%,USD
1890,06/17/2016,477.06,476.86,477.86,475.25,,-0.17%,USD
1891,06/16/2016,477.86,477.33,478.33,475.8,,-0.10%,USD
1892,06/15/2016,478.33,477.82,478.82,476.0,,-0.10%,USD
1893,06/14/2016,478.82,477.29,478.82,476.0,,0.11%,USD
1894,06/13/2016,478.29,477.82,478.82,477.0,,-0.11%,USD
1895,06/10/2016,478.82,477.82,478.82,477.0,,0.00%,USD
1896,06/09/2016,478.82,477.82,478.82,477.1,,0.00%,USD
1897,06/08/2016,478.82,477.82,478.82,477.4,,0.00%,USD
1898,06/07/2016,478.82,477.3,478.82,477.2,,0.11%,USD
1899,06/06/2016,478.3,477.06,478.75,477.0,,0.05%,USD
1900,06/03/2016,478.06,476.45,478.2,476.0,,0.13%,USD
1901,06/02/2016,477.45,476.0,477.75,476.0,,0.09%,USD
1902,06/01/2016,477.0,476.0,477.2,475.8,,0.00%,USD
1903,05/31/2016,477.0,476.45,477.45,475.0,,-0.09%,USD
1904,05/30/2016,477.45,476.45,477.45,475.0,,0.00%,USD
1905,05/27/2016,477.45,476.79,477.79,476.0,,-0.07%,USD
1906,05/26/2016,477.79,474.85,477.79,474.85,,0.41%,USD
1907,05/25/2016,475.85,474.85,477.0,474.85,,0.00%,USD
1908,05/24/2016,475.85,474.95,477.25,474.8,,-0.02%,USD
1909,05/23/2016,475.95,475.55,477.25,474.9,,-0.13%,USD
1910,05/20/2016,476.55,475.65,477.1,475.0,,-0.02%,USD
1911,05/19/2016,476.65,477.82,478.82,475.5,,-0.45%,USD
1912,05/18/2016,478.82,476.25,478.83,476.0,,0.07%,USD
1913,05/17/2016,478.5,476.45,478.5,476.0,,0.22%,USD
1914,05/16/2016,477.45,476.0,479.0,476.0,,-0.32%,USD
1915,05/13/2016,479.0,478.09,480.5,476.5,,-0.02%,USD
1916,05/12/2016,479.09,478.08,479.5,477.0,,0.00%,USD
1917,05/11/2016,479.08,478.03,479.2,477.0,,0.02%,USD
1918,05/10/2016,479.0,476.0,479.0,476.0,,0.42%,USD
1919,05/09/2016,477.0,476.85,477.85,476.0,,-0.18%,USD
1920,05/06/2016,477.85,476.85,478.5,476.0,,0.00%,USD
1921,05/05/2016,477.85,476.85,478.5,476.0,,0.00%,USD
1922,05/04/2016,477.85,476.25,478.25,475.5,,0.13%,USD
1923,05/03/2016,477.25,477.0,478.1,476.0,,-0.16%,USD
1924,05/02/2016,478.0,476.55,478.61,476.0,,0.09%,USD
1925,04/29/2016,477.55,477.2,478.2,476.0,,-0.14%,USD
1926,04/28/2016,478.2,477.48,478.48,476.5,,-0.06%,USD
1927,04/27/2016,478.48,477.45,479.5,477.0,,0.01%,USD
1928,04/26/2016,478.45,478.13,479.25,477.0,,-0.14%,USD
1929,04/25/2016,479.13,477.0,479.13,476.5,,0.07%,USD
1930,04/22/2016,478.8,477.0,479.25,476.78,,0.28%,USD
1931,04/21/2016,477.45,477.0,478.0,476.45,,-0.39%,USD
1932,04/20/2016,479.3,478.5,481.0,477.0,,-0.25%,USD
1933,04/19/2016,480.5,480.55,482.55,478.5,,-0.22%,USD
1934,04/18/2016,481.55,479.5,481.55,479.0,,0.01%,USD
1935,04/15/2016,481.5,480.0,482.0,479.4,,-0.10%,USD
1936,04/14/2016,482.0,480.85,484.0,480.0,,0.03%,USD
1937,04/13/2016,481.85,482.79,483.79,480.85,,-0.40%,USD
1938,04/12/2016,483.79,482.88,483.88,481.5,,-0.02%,USD
1939,04/11/2016,483.88,482.0,483.88,481.9,,0.18%,USD
1940,04/08/2016,483.0,481.25,483.1,481.25,,0.16%,USD
1941,04/07/2016,482.25,480.4,482.5,480.4,,0.18%,USD
1942,04/06/2016,481.4,480.94,482.25,479.5,,-0.11%,USD
1943,04/05/2016,481.94,480.66,481.94,479.9,,0.06%,USD
1944,04/04/2016,481.66,478.5,481.66,478.5,,0.45%,USD
1945,04/01/2016,479.5,477.9,480.0,477.9,,0.13%,USD
1946,03/31/2016,478.9,478.4,480.0,477.9,,-0.10%,USD
1947,03/30/2016,479.4,479.5,480.5,478.4,,-0.33%,USD
1948,03/29/2016,481.0,478.85,481.5,478.5,,0.24%,USD
1949,03/28/2016,479.85,478.9,480.0,478.85,,-0.02%,USD
1950,03/25/2016,479.93,478.93,481.5,478.93,,0.00%,USD
1951,03/24/2016,479.93,477.9,480.1,477.8,,0.01%,USD
1952,03/23/2016,479.9,478.08,480.08,477.75,,0.17%,USD
1953,03/22/2016,479.08,477.9,479.1,477.6,,-0.19%,USD
1954,03/21/2016,480.0,485.07,487.07,478.0,,-1.25%,USD
1955,03/18/2016,486.07,486.05,487.05,483.0,,-0.20%,USD
1956,03/17/2016,487.05,486.08,487.08,483.5,,-0.01%,USD
1957,03/16/2016,487.08,485.95,487.08,483.5,,0.03%,USD
1958,03/15/2016,486.95,486.45,487.5,483.5,,-0.10%,USD
1959,03/14/2016,487.45,489.45,490.45,485.0,,-0.72%,USD
1960,03/12/2016,491.0,489.45,491.5,489.0,,0.11%,USD
1961,03/11/2016,490.45,488.98,490.5,487.0,,0.10%,USD
1962,03/10/2016,489.98,488.88,490.7,488.88,,0.02%,USD
1963,03/09/2016,489.88,488.9,490.75,487.5,,0.00%,USD
1964,03/08/2016,489.9,489.0,490.0,488.9,,-0.16%,USD
1965,03/07/2016,490.7,489.0,490.7,489.0,,0.00%,USD
1966,03/04/2016,490.7,488.55,490.75,487.0,,0.23%,USD
1967,03/03/2016,489.55,487.95,490.75,487.0,,0.12%,USD
1968,03/02/2016,488.95,487.95,490.0,487.0,,0.00%,USD
1969,03/01/2016,488.95,490.34,491.34,487.0,,-0.49%,USD
1970,02/29/2016,491.34,491.04,492.3,488.6,,-0.14%,USD
1971,02/26/2016,492.04,491.7,492.7,488.0,,-0.13%,USD
1972,02/25/2016,492.7,492.2,493.2,488.0,,-0.10%,USD
1973,02/24/2016,493.2,493.35,494.35,488.0,,-0.23%,USD
1974,02/23/2016,494.35,493.74,494.74,489.0,,-0.08%,USD
1975,02/22/2016,494.74,492.75,494.74,491.2,,0.20%,USD
1976,02/19/2016,493.75,493.45,495.0,492.0,,-0.14%,USD
1977,02/18/2016,494.45,493.75,495.0,493.0,,-0.06%,USD
1978,02/17/2016,494.75,494.0,495.25,493.0,,-0.05%,USD
1979,02/16/2016,495.0,495.05,496.05,492.5,,-0.21%,USD
1980,02/15/2016,496.05,495.05,496.05,492.5,,0.00%,USD
1981,02/12/2016,496.05,494.85,496.05,491.0,,0.04%,USD
1982,02/11/2016,495.85,494.09,495.86,491.0,,0.15%,USD
1983,02/10/2016,495.09,494.2,495.2,491.0,,-0.02%,USD
1984,02/09/2016,495.2,491.95,495.2,491.0,,0.46%,USD
1985,02/08/2016,492.95,491.55,493.5,490.0,,0.08%,USD
1986,02/05/2016,492.55,491.55,492.7,489.0,,0.00%,USD
1987,02/04/2016,492.55,492.05,493.5,489.0,,-0.10%,USD
1988,02/03/2016,493.05,489.45,493.2,487.0,,0.53%,USD
1989,02/02/2016,490.45,487.4,490.5,482.5,,0.42%,USD
1990,02/01/2016,488.4,486.75,489.0,482.5,,0.13%,USD
1991,01/29/2016,487.75,482.45,488.75,482.45,,0.89%,USD
1992,01/28/2016,483.45,487.05,488.05,482.45,,-0.94%,USD
1993,01/27/2016,488.05,487.05,488.5,482.5,,0.00%,USD
1994,01/26/2016,488.05,486.05,488.5,482.5,,0.21%,USD
1995,01/25/2016,487.05,485.35,487.1,482.5,,0.14%,USD
1996,01/22/2016,486.35,484.55,487.0,482.5,,0.16%,USD
1997,01/21/2016,485.55,483.85,486.1,482.5,,0.14%,USD
1998,01/20/2016,484.85,484.0,485.1,482.5,,-0.03%,USD
1999,01/19/2016,485.0,484.3,485.3,482.5,,-0.06%,USD
2000,01/18/2016,485.3,483.75,485.3,482.0,,0.11%,USD
2001,01/15/2016,484.75,482.88,484.9,481.5,,0.18%,USD
2002,01/14/2016,483.88,478.88,484.1,478.88,,0.83%,USD
2003,01/13/2016,479.88,478.9,484.0,478.88,,0.00%,USD
2004,01/12/2016,479.9,484.1,485.1,478.9,,-1.07%,USD
2005,01/11/2016,485.1,483.5,485.1,479.0,,0.13%,USD
2006,01/08/2016,484.45,478.98,485.0,478.98,,0.93%,USD
2007,01/07/2016,479.98,478.9,480.0,478.9,,0.02%,USD
2008,01/06/2016,479.9,478.95,480.0,478.9,,-0.01%,USD
2009,01/05/2016,479.95,478.95,480.0,478.95,,0.00%,USD
2010,01/04/2016,479.95,482.75,483.75,478.95,,-0.32%,USD
2011,01/01/2016,481.5,482.75,485.25,479.0,,-0.47%,USD
2012,12/31/2015,483.75,482.75,483.75,479.0,,0.00%,USD
2013,12/30/2015,483.75,480.95,484.0,479.0,,0.37%,USD
2014,12/29/2015,481.95,479.95,482.5,478.0,,0.21%,USD
2015,12/28/2015,480.95,481.4,483.0,478.0,,-0.30%,USD
2016,12/25/2015,482.4,481.5,483.75,477.0,,0.00%,USD
2017,12/24/2015,482.4,478.95,482.5,477.5,,0.51%,USD
2018,12/23/2015,479.95,477.0,480.25,476.5,,0.41%,USD
2019,12/22/2015,478.0,477.0,480.0,476.5,,0.00%,USD
2020,12/21/2015,478.0,477.4,480.0,476.0,,-0.08%,USD
2021,12/18/2015,478.4,479.0,481.5,477.4,,-0.33%,USD
2022,12/17/2015,480.0,480.92,483.5,478.9,,-0.40%,USD
2023,12/16/2015,481.92,481.75,483.0,479.5,,-0.17%,USD
2024,12/15/2015,482.75,481.88,483.5,481.0,,-0.03%,USD
2025,12/14/2015,482.88,482.2,483.6,479.0,,-0.07%,USD
2026,12/11/2015,483.2,483.0,484.5,481.5,,-0.17%,USD
2027,12/10/2015,484.0,483.3,484.75,482.5,,-0.06%,USD
2028,12/09/2015,484.3,482.9,484.5,482.0,,0.08%,USD
2029,12/08/2015,483.9,482.1,484.1,482.0,,0.17%,USD
2030,12/07/2015,483.1,481.95,483.9,481.0,,0.03%,USD
2031,12/04/2015,482.95,481.85,484.5,481.0,,0.02%,USD
2032,12/03/2015,482.85,483.0,484.5,481.0,,-0.24%,USD
2033,12/02/2015,484.0,482.0,484.1,481.0,,0.21%,USD
2034,12/01/2015,483.0,481.95,483.1,479.0,,0.01%,USD
2035,11/30/2015,482.95,479.4,483.0,479.0,,0.52%,USD
2036,11/27/2015,480.45,479.45,483.0,478.0,,0.00%,USD
2037,11/26/2015,480.45,479.45,481.5,478.0,,0.00%,USD
2038,11/25/2015,480.45,478.95,480.7,478.0,,0.10%,USD
2039,11/24/2015,479.95,478.9,480.5,478.0,,0.01%,USD
2040,11/23/2015,479.9,479.5,480.5,478.0,,-0.12%,USD
2041,11/20/2015,480.5,479.9,481.1,478.5,,-0.08%,USD
2042,11/19/2015,480.9,479.98,481.2,478.5,,-0.02%,USD
2043,11/18/2015,480.98,479.95,481.1,478.5,,0.01%,USD
2044,11/17/2015,480.95,479.45,481.0,476.0,,0.10%,USD
2045,11/16/2015,480.45,479.9,481.0,476.0,,-0.09%,USD
2046,11/13/2015,480.9,479.95,481.0,476.0,,-0.01%,USD
2047,11/12/2015,480.95,478.45,481.0,476.0,,0.31%,USD
2048,11/11/2015,479.45,480.95,482.0,476.0,,-0.52%,USD
2049,11/10/2015,481.95,480.9,483.0,476.0,,0.01%,USD
2050,11/09/2015,481.9,475.95,483.0,475.95,,1.04%,USD
2051,11/06/2015,476.95,475.95,480.0,473.5,,0.00%,USD
2052,11/05/2015,476.95,471.95,478.0,471.95,,0.85%,USD
2053,11/04/2015,472.95,471.95,476.0,471.95,,0.00%,USD
2054,11/03/2015,472.95,473.45,474.5,469.5,,-0.32%,USD
2055,11/02/2015,474.45,472.45,475.0,469.5,,0.11%,USD
2056,10/30/2015,473.95,472.05,474.0,469.5,,0.08%,USD
2057,10/29/2015,473.55,469.93,473.6,469.0,,0.56%,USD
2058,10/28/2015,470.93,468.72,472.5,468.72,,0.26%,USD
2059,10/27/2015,469.72,468.75,471.5,468.72,,-0.01%,USD
2060,10/26/2015,469.75,468.79,471.5,467.0,,-0.01%,USD
2061,10/23/2015,469.79,469.05,471.0,467.0,,-0.16%,USD
2062,10/22/2015,470.55,465.95,471.4,465.95,,0.66%,USD
2063,10/21/2015,467.45,469.45,472.5,465.95,,-0.74%,USD
