,Date,Price,Open,High,Low,Vol.,Change %,Currency
459,12/13/2021,493.0,495.5,496.55,493.0,0.41K,-0.20%,USD
460,12/10/2021,494.0,494.75,496.6,494.23,0.63K,0.30%,USD
461,12/09/2021,492.5,493.5,495.0,492.48,0.79K,0.10%,USD
462,12/08/2021,492.0,491.5,493.5,490.95,1.07K,0.41%,USD
463,12/07/2021,490.0,491.25,493.1,490.23,1.15K,0.10%,USD
464,12/06/2021,489.5,489.0,492.35,489.0,0.84K,0.31%,USD
465,12/03/2021,488.0,490.0,490.5,487.0,1.05K,0.21%,USD
466,12/02/2021,487.0,486.75,490.0,485.24,1.16K,0.31%,USD
467,12/01/2021,485.5,486.63,488.0,485.5,1.15K,0.05%,USD
468,11/30/2021,485.25,483.25,488.02,481.5,0.80K,0.78%,USD
469,11/29/2021,481.5,479.0,484.5,479.0,0.48K,0.00%,USD
470,11/26/2021,481.5,482.0,485.0,479.0,1.10K,0.52%,USD
471,11/25/2021,479.0,475.0,482.0,475.0,0.70K,1.05%,USD
472,11/24/2021,474.0,474.7,478.6,474.7,0.07K,0.06%,USD
473,11/23/2021,473.7,474.9,476.85,474.35,0.10K,-0.04%,USD
474,11/22/2021,473.9,475.1,477.05,474.45,0.09K,-0.04%,USD
475,11/19/2021,474.1,474.5,477.1,474.45,0.05K,0.13%,USD
476,11/18/2021,473.5,474.3,476.5,474.15,0.10K,0.04%,USD
477,11/17/2021,473.3,473.7,476.3,473.35,0.09K,0.13%,USD
478,11/16/2021,472.7,473.48,475.9,473.24,0.10K,0.05%,USD
479,11/15/2021,472.48,473.5,475.7,473.24,0.11K,0.00%,USD
480,11/12/2021,472.5,473.6,475.6,473.25,0.10K,-0.02%,USD
481,11/11/2021,472.6,474.6,476.25,473.6,0.11K,-0.21%,USD
482,11/10/2021,473.6,474.77,476.9,473.8,0.70K,-0.04%,USD
483,11/09/2021,473.77,474.8,477.1,474.39,0.10K,-0.01%,USD
484,11/08/2021,473.8,475.3,477.05,473.9,0.12K,-0.11%,USD
485,11/05/2021,474.3,475.7,477.7,475.15,0.12K,-0.08%,USD
486,11/04/2021,474.7,475.8,478.0,475.6,0.13K,-0.02%,USD
487,11/03/2021,474.8,476.0,478.0,475.4,0.60K,-0.04%,USD
488,11/02/2021,475.0,475.8,478.2,475.8,0.68K,0.04%,USD
489,11/01/2021,474.8,475.2,477.8,475.1,0.10K,0.13%,USD
490,10/29/2021,474.2,475.4,477.8,474.6,0.11K,-0.04%,USD
491,10/28/2021,474.4,475.15,477.5,475.02,0.12K,0.05%,USD
492,10/27/2021,474.15,475.2,477.3,475.02,0.72K,-0.01%,USD
493,10/26/2021,474.2,476.95,478.13,475.1,0.76K,-0.37%,USD
494,10/25/2021,475.95,475.5,477.52,473.42,0.11K,0.30%,USD
495,10/22/2021,474.55,475.6,477.7,475.27,0.11K,-0.01%,USD
496,10/21/2021,474.6,476.0,477.9,475.3,0.09K,-0.08%,USD
497,10/20/2021,475.0,475.6,477.85,475.3,0.08K,0.08%,USD
498,10/19/2021,474.6,477.4,479.05,474.8,0.09K,-0.29%,USD
499,10/18/2021,476.0,477.4,479.3,476.7,0.10K,-0.08%,USD
500,10/15/2021,476.4,479.6,479.7,476.3,0.08K,0.17%,USD
501,10/14/2021,475.6,476.05,478.85,476.02,0.11K,0.12%,USD
502,10/13/2021,475.05,475.85,479.5,475.85,0.10K,0.04%,USD
503,10/12/2021,474.85,486.6,486.6,475.85,0.11K,-2.21%,USD
504,10/11/2021,485.6,486.6,486.6,478.1,0.09K,0.00%,USD
505,10/08/2021,485.6,486.6,486.6,478.5,0.60K,0.00%,USD
506,10/07/2021,485.6,488.8,488.8,479.5,0.48K,-0.45%,USD
507,10/06/2021,487.8,488.8,488.9,484.0,0.01K,0.00%,USD
508,10/05/2021,487.8,488.8,490.85,484.7,0.09K,0.00%,USD
509,10/04/2021,487.8,489.0,489.0,488.4,0.01K,-0.04%,USD
510,10/01/2021,488.0,488.5,490.75,488.5,0.08K,0.10%,USD
511,09/30/2021,487.5,489.7,491.15,488.25,0.08K,-0.10%,USD
512,09/29/2021,488.0,489.6,491.65,489.3,0.08K,-0.12%,USD
513,09/28/2021,488.6,491.65,491.7,489.6,0.18K,-0.08%,USD
514,09/27/2021,489.0,489.1,491.95,489.1,0.54K,0.18%,USD
515,09/24/2021,488.1,486.75,492.15,483.5,0.80K,0.48%,USD
516,09/23/2021,485.75,485.25,492.15,484.75,0.55K,0.31%,USD
517,09/22/2021,484.25,485.93,485.96,485.11,0.02K,-0.14%,USD
518,09/21/2021,484.93,485.93,486.96,485.46,0.01K,0.00%,USD
519,09/20/2021,484.93,485.93,486.96,485.46,0.00K,-0.83%,USD
520,09/17/2021,489.0,492.45,492.65,486.65,1.39K,0.68%,USD
521,09/16/2021,485.7,487.0,492.65,486.7,0.16K,-0.06%,USD
522,09/15/2021,486.0,490.19,491.1,487.0,0.01K,-0.65%,USD
523,09/14/2021,489.19,491.88,493.29,490.1,0.02K,-0.34%,USD
524,09/13/2021,490.88,492.85,493.67,490.94,0.12K,-0.20%,USD
525,09/10/2021,491.85,493.17,494.08,492.02,0.11K,-0.07%,USD
526,09/09/2021,492.17,493.66,494.28,492.14,0.68K,-0.10%,USD
527,09/08/2021,492.66,493.65,494.33,492.38,0.63K,0.00%,USD
528,09/07/2021,492.65,493.6,493.65,493.6,,0.00%,USD
529,09/06/2021,492.65,493.65,494.48,492.63,0.73K,0.00%,USD
530,09/03/2021,492.65,493.54,494.48,492.67,0.02K,0.02%,USD
531,09/02/2021,492.54,493.6,494.35,492.47,0.31K,-0.01%,USD
532,09/01/2021,492.6,493.12,494.3,492.06,0.15K,0.10%,USD
533,08/31/2021,492.12,493.49,494.24,492.16,0.10K,-0.08%,USD
534,08/30/2021,492.49,493.71,494.15,492.2,0.13K,-0.04%,USD
535,08/27/2021,492.71,493.06,493.95,491.73,0.11K,0.13%,USD
536,08/26/2021,492.06,492.28,493.68,491.14,0.13K,0.16%,USD
537,08/25/2021,491.28,490.98,492.64,490.49,0.01K,0.27%,USD
538,08/24/2021,489.98,490.56,492.49,490.28,0.10K,0.09%,USD
539,08/23/2021,489.56,490.11,492.23,490.05,0.72K,0.11%,USD
540,08/20/2021,489.0,490.69,492.05,489.9,0.10K,-0.14%,USD
541,08/19/2021,489.69,491.08,491.08,490.35,0.01K,-0.08%,USD
542,08/18/2021,490.08,492.14,493.07,490.04,0.11K,-0.22%,USD
543,08/17/2021,491.14,492.52,493.26,491.57,0.01K,-0.08%,USD
544,08/16/2021,491.52,492.26,493.46,491.51,0.03K,0.05%,USD
545,08/13/2021,491.26,491.75,492.63,491.38,0.01K,0.10%,USD
546,08/12/2021,490.75,491.07,492.88,490.54,0.14K,0.14%,USD
547,08/11/2021,490.07,490.64,492.48,490.32,0.11K,0.09%,USD
548,08/10/2021,489.64,491.29,492.6,490.32,0.10K,-0.13%,USD
549,08/09/2021,490.29,492.62,493.41,490.64,0.11K,-0.27%,USD
550,08/06/2021,491.62,493.35,494.08,491.31,0.14K,-0.15%,USD
551,08/05/2021,492.35,493.15,494.17,491.65,0.12K,1.10%,USD
552,08/04/2021,487.0,490.93,491.46,489.21,0.12K,-0.60%,USD
553,08/03/2021,489.93,488.19,491.21,487.1,0.10K,0.56%,USD
554,08/02/2021,487.19,486.24,489.85,486.12,0.13K,0.40%,USD
555,07/30/2021,485.24,485.55,486.92,485.02,0.09K,0.81%,USD
556,07/29/2021,481.32,482.32,482.32,482.32,,0.00%,USD
557,07/28/2021,481.32,487.95,488.05,482.32,0.09K,-0.76%,USD
558,07/27/2021,485.0,482.52,487.95,482.52,0.09K,0.72%,USD
559,07/26/2021,481.52,483.42,487.85,482.52,0.11K,-0.19%,USD
560,07/23/2021,482.42,484.42,487.55,483.42,0.09K,-0.21%,USD
561,07/22/2021,483.42,487.57,488.79,484.42,0.09K,-0.65%,USD
562,07/21/2021,486.57,491.15,491.15,486.58,0.04K,-0.73%,USD
563,07/20/2021,490.15,494.75,494.75,489.58,0.01K,-0.73%,USD
564,07/19/2021,493.75,494.78,497.85,494.38,0.05K,-0.01%,USD
565,07/16/2021,493.78,495.44,497.95,494.78,0.10K,-0.13%,USD
566,07/15/2021,494.44,495.61,498.25,495.22,0.09K,-0.03%,USD
567,07/14/2021,494.61,496.16,498.65,494.8,0.10K,-0.11%,USD
568,07/13/2021,495.16,495.88,498.85,495.88,0.64K,0.03%,USD
569,07/12/2021,495.0,495.77,498.9,495.39,0.08K,0.05%,USD
570,07/09/2021,494.77,495.38,498.45,495.19,0.11K,0.08%,USD
571,07/08/2021,494.38,495.21,498.35,495.21,0.09K,0.03%,USD
572,07/07/2021,494.21,495.59,498.05,495.11,0.09K,-0.08%,USD
573,07/06/2021,494.59,495.49,498.65,495.24,0.09K,0.02%,USD
574,07/05/2021,494.49,495.49,495.49,495.49,,0.00%,USD
575,07/02/2021,494.49,495.84,498.25,495.24,0.11K,-0.07%,USD
576,07/01/2021,494.84,495.86,498.55,495.42,0.12K,0.00%,USD
577,06/30/2021,494.86,495.37,496.93,494.68,0.02K,0.10%,USD
578,06/29/2021,494.37,496.83,498.95,495.18,0.11K,-0.29%,USD
579,06/28/2021,495.83,499.38,500.14,496.42,0.08K,-0.51%,USD
580,06/25/2021,498.38,507.9,507.9,498.19,0.01K,-1.68%,USD
581,06/24/2021,506.9,512.01,512.51,507.45,0.02K,-0.61%,USD
582,06/23/2021,510.0,513.05,513.05,511.51,0.01K,-0.40%,USD
583,06/22/2021,512.05,513.29,518.05,513.03,0.08K,-0.05%,USD
584,06/21/2021,512.29,513.73,517.85,513.29,0.07K,-0.09%,USD
585,06/18/2021,512.73,514.11,518.05,513.73,0.07K,-0.07%,USD
586,06/17/2021,513.11,514.87,518.85,514.11,0.13K,-0.15%,USD
587,06/16/2021,513.87,515.68,520.05,514.87,0.01K,-0.16%,USD
588,06/15/2021,514.68,516.99,520.25,515.0,0.09K,-0.25%,USD
589,06/14/2021,515.99,518.61,520.21,516.99,0.25K,-0.31%,USD
590,06/11/2021,517.61,519.28,520.69,517.5,0.33K,-0.13%,USD
591,06/10/2021,518.28,519.57,520.98,518.5,0.04K,-0.06%,USD
592,06/09/2021,518.57,519.83,519.83,518.5,0.02K,-0.05%,USD
593,06/08/2021,518.83,520.02,520.51,519.41,0.03K,-0.04%,USD
594,06/07/2021,519.03,520.02,520.52,520.01,0.02K,0.00%,USD
595,06/04/2021,519.02,520.2,520.6,519.5,0.03K,-0.03%,USD
596,06/03/2021,519.2,520.65,520.83,520.1,0.02K,-0.09%,USD
597,06/02/2021,519.65,520.67,520.84,520.33,0.02K,0.00%,USD
598,06/01/2021,519.67,520.61,520.84,520.3,0.02K,0.01%,USD
599,05/31/2021,519.61,520.78,521.64,519.8,0.01K,-0.03%,USD
600,05/28/2021,519.78,520.78,521.39,520.39,0.01K,0.00%,USD
601,05/27/2021,519.78,520.68,521.39,519.84,0.01K,0.02%,USD
602,05/26/2021,519.68,520.55,520.84,519.78,0.02K,0.03%,USD
603,05/25/2021,519.55,520.58,520.79,519.78,0.03K,-0.01%,USD
604,05/24/2021,519.58,520.54,521.29,519.77,0.02K,0.01%,USD
605,05/21/2021,519.54,520.74,521.37,519.77,0.03K,-0.04%,USD
606,05/20/2021,519.74,520.72,521.37,519.86,0.02K,0.00%,USD
607,05/19/2021,519.72,521.55,521.55,519.86,0.02K,-0.16%,USD
608,05/18/2021,520.55,521.91,522.46,520.5,0.02K,-0.07%,USD
609,05/17/2021,520.91,522.48,523.64,521.46,0.01K,-0.11%,USD
610,05/14/2021,521.48,523.1,523.55,522.24,0.03K,-0.12%,USD
611,05/13/2021,522.1,522.27,523.55,521.64,0.03K,0.16%,USD
612,05/12/2021,521.27,522.1,523.14,521.55,0.02K,0.03%,USD
613,05/11/2021,521.1,522.37,523.18,521.5,0.04K,-0.05%,USD
614,05/10/2021,521.37,521.45,523.18,521.0,0.02K,0.18%,USD
615,05/07/2021,520.45,521.45,522.5,520.0,0.03K,0.00%,USD
616,05/06/2021,520.45,520.88,522.22,519.94,0.03K,0.11%,USD
617,05/05/2021,519.88,520.88,522.0,519.94,0.03K,0.00%,USD
618,05/04/2021,519.88,520.63,520.94,519.82,0.02K,0.05%,USD
619,05/03/2021,519.63,520.69,520.84,519.82,0.02K,-0.01%,USD
620,04/30/2021,519.69,520.62,521.34,519.8,0.02K,0.01%,USD
621,04/29/2021,519.62,519.81,521.32,519.41,0.03K,0.16%,USD
622,04/28/2021,518.81,520.29,520.65,519.41,0.04K,-0.09%,USD
623,04/27/2021,519.29,520.46,521.23,519.65,0.03K,0.25%,USD
624,04/26/2021,518.0,521.88,522.94,519.73,0.02K,-0.55%,USD
625,04/23/2021,520.88,522.24,523.12,521.44,0.02K,-0.02%,USD
626,04/22/2021,521.0,522.22,523.12,521.61,0.02K,-0.04%,USD
627,04/21/2021,521.22,521.88,523.11,521.44,0.03K,0.07%,USD
628,04/20/2021,520.88,522.21,523.21,521.29,0.02K,-0.06%,USD
629,04/19/2021,521.21,522.2,523.1,521.6,0.02K,0.00%,USD
630,04/16/2021,521.2,521.2,523.1,521.1,0.02K,0.19%,USD
631,04/15/2021,520.2,519.34,523.5,519.34,0.02K,0.36%,USD
632,04/14/2021,518.34,519.34,521.5,519.17,0.01K,-0.13%,USD
633,04/13/2021,519.0,528.1,528.55,521.0,0.00K,-2.40%,USD
